recall,precision
1.0,0.08676649210489636
1.0,0.08676678005475816
1.0,0.08676706800653118
1.0,0.08676735596021545
1.0,0.08676764391581099
1.0,0.08676793187331783
1.0,0.08676821983273596
1.0,0.08676850779406542
1.0,0.08676879575730624
1.0,0.08676908372245841
1.0,0.08676937168952197
1.0,0.08676965965849692
1.0,0.0867699476293833
1.0,0.08677023560218113
1.0,0.0867705235768904
1.0,0.08677081155351116
1.0,0.08677109953204341
1.0,0.08677138751248718
1.0,0.08677167549484249
1.0,0.08677196347910934
1.0,0.08677225146528778
1.0,0.0867725394533778
1.0,0.08677282744337944
1.0,0.08677311543529272
1.0,0.08677340342911763
1.0,0.08677369142485422
1.0,0.08677397942250249
1.0,0.08677426742206247
1.0,0.08677455542353417
1.0,0.08677484342691763
1.0,0.08677513143221284
1.0,0.08677541943941984
1.0,0.08677570744853863
1.0,0.08677599545956925
1.0,0.08677628347251172
1.0,0.08677657148736603
1.0,0.08677685950413223
1.0,0.08677714752281032
1.0,0.08677743554340034
1.0,0.08677772356590228
1.0,0.08677801159031617
1.0,0.08677829961664205
1.0,0.08677858764487992
1.0,0.08677887567502979
1.0,0.0867791637070917
1.0,0.08677945174106565
1.0,0.08677973977695168
1.0,0.08678002781474978
1.0,0.08678031585446
1.0,0.08678060389608235
1.0,0.08678089193961683
1.0,0.08678117998506348
1.0,0.08678146803242232
1.0,0.08678175608169335
1.0,0.0867820441328766
1.0,0.0867823321859721
1.0,0.08678262024097985
1.0,0.08678290829789988
1.0,0.0867831963567322
1.0,0.08678348441747685
1.0,0.08678377248013383
1.0,0.08678406054470317
1.0,0.08678434861118488
1.0,0.08678463667957897
1.0,0.08678492474988549
1.0,0.08678521282210443
1.0,0.08678550089623581
1.0,0.08678578897227966
1.0,0.08678607705023601
1.0,0.08678636513010486
1.0,0.08678665321188624
1.0,0.08678694129558015
1.0,0.08678722938118665
1.0,0.08678751746870571
1.0,0.08678780555813738
1.0,0.08678809364948166
1.0,0.08678866983790817
1.0,0.0867892460339854
1.0,0.08678982223771349
1.0,0.08679011034244666
1.0,0.08679039844909259
1.0,0.08679068655765132
1.0,0.08679097466812287
1.0,0.08679126278050724
1.0,0.08679155089480446
1.0,0.08679183901101455
1.0,0.08679212712913752
1.0,0.0867924152491734
1.0,0.08679270337112222
1.0,0.08679299149498397
1.0,0.08679327962075868
1.0,0.08679356774844638
1.0,0.08679385587804708
1.0,0.08679443214298756
1.0,0.08679472027832738
1.0,0.08679500841558027
1.0,0.08679529655474627
1.0,0.08679558469582538
1.0,0.08679587283881762
1.0,0.08679616098372302
1.0,0.08679644913054159
1.0,0.08679673727927335
1.0,0.08679702542991834
1.0,0.08679731358247654
1.0,0.08679760173694799
1.0,0.08679788989333272
1.0,0.08679817805163072
1.0,0.08679846621184203
1.0,0.08679875437396668
1.0,0.08679904253800466
1.0,0.08679933070395601
1.0,0.08679961887182075
1.0,0.08679990704159889
1.0,0.08680019521329044
1.0,0.08680048338689543
1.0,0.08680077156241389
1.0,0.08680105973984582
1.0,0.08680134791919125
1.0,0.08680163610045019
1.0,0.08680192428362267
1.0,0.0868022124687087
1.0,0.08680250065570831
1.0,0.08680278884462152
1.0,0.08680307703544833
1.0,0.08680336522818877
1.0,0.08680365342284285
1.0,0.08680394161941062
1.0,0.08680422981789207
1.0,0.08680451801828722
1.0,0.0868048062205961
1.0,0.08680509442481872
1.0,0.08680538263095511
1.0,0.08680567083900528
1.0,0.08680595904896925
1.0,0.08680624726084704
1.0,0.08680653547463868
1.0,0.08680682369034418
1.0,0.08680711190796354
1.0,0.08680740012749681
1.0,0.08680768834894399
1.0,0.08680797657230511
1.0,0.08680826479758019
1.0,0.08680855302476924
1.0,0.08680884125387228
1.0,0.08680912948488934
1.0,0.08680941771782041
1.0,0.08680970595266554
1.0,0.08680999418942476
1.0,0.08681028242809805
1.0,0.08681057066868544
1.0,0.08681085891118696
1.0,0.08681114715560263
1.0,0.08681143540193247
1.0,0.08681172365017648
1.0,0.08681201190033469
1.0,0.08681230015240714
1.0,0.08681258840639382
1.0,0.08681287666229476
1.0,0.08681316492010997
1.0,0.08681374144148332
1.0,0.08681402970504148
1.0,0.08681431797051402
1.0,0.0868148945072022
1.0,0.0868151827784179
1.0,0.08681547105154803
1.0,0.08681575932659262
1.0,0.08681604760355167
1.0,0.08681633588242521
1.0,0.08681662416321326
1.0,0.08681691244591584
1.0,0.08681720073053295
1.0,0.08681748901706464
1.0,0.08681777730551091
1.0,0.08681806559587178
1.0,0.08681835388814728
1.0,0.08681864218233741
1.0,0.0868189304784422
1.0,0.08681921877646168
1.0,0.08681950707639585
1.0,0.08681979537824475
1.0,0.08682008368200837
1.0,0.08682037198768675
1.0,0.0868206602952799
1.0,0.08682094860478785
1.0,0.08682123691621062
1.0,0.08682152522954821
1.0,0.08682181354480065
1.0,0.08682210186196797
1.0,0.08682239018105017
1.0,0.08682267850204728
1.0,0.08682296682495932
1.0,0.08682325514978631
1.0,0.08682354347652825
1.0,0.08682383180518519
1.0,0.08682412013575712
1.0,0.08682440846824409
1.0,0.08682469680264608
1.0,0.08682498513896315
1.0,0.08682527347719529
1.0,0.08682556181734254
1.0,0.08682585015940489
1.0,0.08682613850338239
1.0,0.08682642684927504
1.0,0.08682671519708286
1.0,0.08682700354680588
1.0,0.08682729189844411
1.0,0.08682758025199758
1.0,0.0868278686074663
1.0,0.08682815696485029
1.0,0.08682844532414957
1.0,0.08682873368536416
1.0,0.08682902204849406
1.0,0.08682931041353933
1.0,0.08682959878049995
1.0,0.08682988714937596
1.0,0.08683017552016738
1.0,0.08683075226749651
1.0,0.08683104064403424
1.0,0.08683161740285619
1.0,0.08683190578514044
1.0,0.08683248255545555
1.0,0.08683277094348646
1.0,0.08683305933343297
1.0,0.08683334772529509
1.0,0.08683363611907284
1.0,0.08683392451476625
1.0,0.0868345013119001
1.0,0.08683478971334058
1.0,0.08683536652196873
1.0,0.08683623174927928
1.0,0.08683652016221441
1.0,0.08683680857706538
1.0,0.08683709699383223
1.0,0.08683738541251494
1.0,0.08683767383311357
1.0,0.0868379622556281
1.0,0.08683825068005858
1.0,0.08683853910640503
1.0,0.08683882753466744
1.0,0.08683911596484585
1.0,0.08683940439694028
1.0,0.08683969283095073
1.0,0.08683998126687725
1.0,0.08684026970471984
1.0,0.08684055814447851
1.0,0.08684084658615329
1.0,0.08684113502974421
1.0,0.08684142347525127
1.0,0.08684171192267451
1.0,0.08684200037201392
1.0,0.08684228882326955
1.0,0.0868425772764414
1.0,0.0868428657315295
1.0,0.08684315418853385
1.0,0.08684344264745449
1.0,0.08684373110829142
1.0,0.08684401957104469
1.0,0.08684430803571429
1.0,0.08684459650230024
1.0,0.08684488497080257
1.0,0.08684517344122131
1.0,0.08684546191355647
1.0,0.08684575038780805
1.0,0.08684603886397609
1.0,0.08684632734206059
1.0,0.0868466158220616
1.0,0.08684690430397911
1.0,0.08684719278781315
1.0,0.08684748127356376
1.0,0.08684776976123092
1.0,0.08684805825081467
1.0,0.08684834674231502
1.0,0.08684863523573201
1.0,0.08684892373106563
1.0,0.08684921222831593
1.0,0.0868495007274829
1.0,0.08684978922856659
1.0,0.08685007773156699
1.0,0.08685036623648414
1.0,0.08685065474331803
1.0,0.08685094325206871
1.0,0.08685123176273618
1.0,0.08685152027532048
1.0,0.08685180878982161
1.0,0.08685209730623959
1.0,0.08685238582457445
1.0,0.08685267434482621
1.0,0.08685296286699488
1.0,0.08685325139108048
1.0,0.08685353991708303
1.0,0.08685382844500254
1.0,0.08685411697483905
1.0,0.08685440550659257
1.0,0.08685469404026311
1.0,0.0868549825758507
1.0,0.08685584819411593
1.0,0.08685613673737189
1.0,0.086856425282545
1.0,0.08685671382963527
1.0,0.08685700237864272
1.0,0.08685729092956736
1.0,0.08685757948240923
1.0,0.08685786803716833
1.0,0.08685844515243832
1.0,0.08685873371294925
1.0,0.08685931083972306
1.0,0.08685959940598599
1.0,0.08685988797416629
1.0,0.08686017654426398
1.0,0.08686046511627907
1.0,0.0868607536902116
1.0,0.08686104226606157
1.0,0.08686133084382901
1.0,0.08686161942351393
1.0,0.08686190800511637
1.0,0.08686219658863632
1.0,0.08686248517407381
1.0,0.08686277376142887
1.0,0.08686306235070151
1.0,0.08686363953499962
1.0,0.08686392813002512
1.0,0.08686421672696827
1.0,0.08686450532582911
1.0,0.08686479392660763
1.0,0.08686508252930389
1.0,0.08686537113391786
1.0,0.08686565974044959
1.0,0.0868659483488991
1.0,0.0868662369592664
1.0,0.0868665255715515
1.0,0.08686681418575444
1.0,0.08686710280187522
1.0,0.08686739141991388
1.0,0.08686768003987042
1.0,0.08686796866174487
1.0,0.08686825728553724
1.0,0.08686854591124755
1.0,0.08686883453887584
1.0,0.0868691231684221
1.0,0.08686941179988637
1.0,0.08686970043326865
1.0,0.08686998906856898
1.0,0.08687027770578737
1.0,0.08687056634492382
1.0,0.0868708549859784
1.0,0.08687114362895107
1.0,0.08687143227384188
1.0,0.08687172092065085
1.0,0.08687200956937799
1.0,0.08687229822002332
1.0,0.08687258687258688
1.0,0.08687287552706865
1.0,0.08687316418346867
1.0,0.08687345284178698
1.0,0.08687374150202357
1.0,0.08687403016417845
1.0,0.08687431882825168
1.0,0.08687460749424325
1.0,0.08687489616215319
1.0,0.08687518483198149
1.0,0.08687547350372822
1.0,0.08687576217739336
1.0,0.08687605085297695
1.0,0.08687633953047899
1.0,0.08687662820989951
1.0,0.08687691689123854
1.0,0.08687720557449609
1.0,0.08687778294676679
1.0,0.08687836032671181
1.0,0.08687864901956223
1.0,0.08687893771433129
1.0,0.08687922641101899
1.0,0.08687951510962537
1.0,0.08687980381015044
1.0,0.08688038121695671
1.0,0.08688066992323797
1.0,0.08688095863143798
1.0,0.08688153605359439
1.0,0.08688182476755082
1.0,0.0868821134834261
1.0,0.08688269092093326
1.0,0.08688297964256518
1.0,0.08688326836611603
1.0,0.08688355709158581
1.0,0.08688384581897454
1.0,0.08688442327950897
1.0,0.0868847120126547
1.0,0.08688500074771946
1.0,0.08688528948470327
1.0,0.08688557822360615
1.0,0.08688586696442814
1.0,0.08688615570716923
1.0,0.08688644445182946
1.0,0.08688673319840882
1.0,0.08688702194690737
1.0,0.08688731069732508
1.0,0.08688759944966203
1.0,0.08688788820391818
1.0,0.08688817696009359
1.0,0.08688846571818826
1.0,0.0868887544782022
1.0,0.08688904324013547
1.0,0.08688933200398803
1.0,0.08688962076975995
1.0,0.08688990953745122
1.0,0.08689019830706189
1.0,0.08689048707859194
1.0,0.08689077585204141
1.0,0.08689106462741032
1.0,0.08689135340469868
1.0,0.08689164218390652
1.0,0.08689193096503385
1.0,0.08689221974808069
1.0,0.08689250853304707
1.0,0.086892797319933
1.0,0.0868930861087385
1.0,0.08689337489946358
1.0,0.08689366369210828
1.0,0.0868939524866726
1.0,0.08689424128315658
1.0,0.08689481888188354
1.0,0.08689510768412656
1.0,0.08689539648828931
1.0,0.0868956852943718
1.0,0.08689597410237405
1.0,0.0868962629122961
1.0,0.08689655172413793
1.0,0.08689684053789959
1.0,0.08689712935358108
1.0,0.08689741817118243
1.0,0.08689770699070366
1.0,0.08689799581214477
1.0,0.08689828463550582
1.0,0.08689857346078679
1.0,0.08689886228798771
1.0,0.08689915111710861
1.0,0.0868994399481495
1.0,0.08689972878111041
1.0,0.08690030645279231
1.0,0.0869008841321545
1.0,0.08690117297471574
1.0,0.0869014618191971
1.0,0.0869017506655986
1.0,0.08690232836416213
1.0,0.0869026172163242
1.0,0.086903194926409
1.0,0.08690348378433178
1.0,0.08690377264417484
1.0,0.0869040615059382
1.0,0.08690435036962187
1.0,0.08690463923522587
1.0,0.08690521697219498
1.0,0.08690550584356012
1.0,0.08690608359205164
1.0,0.08690637246917807
1.0,0.08690666134822497
1.0,0.08690723911208026
1.0,0.08690752799688868
1.0,0.08690781688361765
1.0,0.0869081057722672
1.0,0.08690839466283731
1.0,0.08690868355532803
1.0,0.08690897244973939
1.0,0.08690926134607138
1.0,0.08690955024432404
1.0,0.08690983914449738
1.0,0.08691012804659141
1.0,0.08691041695060617
1.0,0.08691070585654166
1.0,0.08691099476439791
1.0,0.08691128367417493
1.0,0.08691157258587276
1.0,0.0869118614994914
1.0,0.08691215041503086
1.0,0.0869124393324912
1.0,0.08691272825187239
1.0,0.08691301717317448
1.0,0.08691330609639748
1.0,0.0869135950215414
1.0,0.08691388394860629
1.0,0.08691417287759214
1.0,0.08691446180849897
1.0,0.0869147507413268
1.0,0.08691503967607568
1.0,0.08691532861274559
1.0,0.08691561755133656
1.0,0.08691590649184862
1.0,0.08691619543428178
1.0,0.08691677332491149
1.0,0.08691706227310807
1.0,0.08691735122322583
1.0,0.0869176401752648
1.0,0.08691792912922497
1.0,0.08691821808510639
1.0,0.08691850704290906
1.0,0.086918796002633
1.0,0.08691908496427823
1.0,0.08691937392784478
1.0,0.08691966289333267
1.0,0.0869199518607419
1.0,0.0869202408300725
1.0,0.0869205298013245
1.0,0.08692081877449791
1.0,0.08692110774959273
1.0,0.08692139672660902
1.0,0.08692168570554676
1.0,0.086921974686406
1.0,0.08692226366918673
1.0,0.08692255265388898
1.0,0.0869228416405128
1.0,0.08692313062905815
1.0,0.0869234196195251
1.0,0.08692370861191365
1.0,0.08692399760622382
1.0,0.08692428660245563
1.0,0.08692457560060908
1.0,0.08692486460068423
1.0,0.08692515360268106
1.0,0.08692544260659962
1.0,0.08692573161243991
1.0,0.08692602062020195
1.0,0.08692630962988576
1.0,0.08692659864149137
1.0,0.08692688765501878
1.0,0.08692717667046804
1.0,0.08692746568783913
1.0,0.0869277547071321
1.0,0.08692833275148372
1.0,0.08692891080352304
1.0,0.08692919983242564
1.0,0.0869297778959968
1.0,0.08693006693066542
1.0,0.08693035596725607
1.0,0.08693064500576878
1.0,0.08693093404620357
1.0,0.08693122308856045
1.0,0.0869318011790406
1.0,0.0869320902271639
1.0,0.08693295738306694
1.0,0.08693324643887906
1.0,0.08693353549661344
1.0,0.08693382455627008
1.0,0.086934113617849
1.0,0.08693440268135025
1.0,0.08693469174677382
1.0,0.08693526988338802
1.0,0.0869355589545787
1.0,0.08693584802769179
1.0,0.0869361371027273
1.0,0.08693642617968524
1.0,0.08693671525856565
1.0,0.08693700433936855
1.0,0.08693729342209394
1.0,0.08693758250674186
1.0,0.08693787159331232
1.0,0.08693816068180533
1.0,0.08693844977222093
1.0,0.08693873886455912
1.0,0.08693902795881993
1.0,0.08693931705500338
1.0,0.08693960615310947
1.0,0.08693989525313825
1.0,0.08694018435508971
1.0,0.0869404734589639
1.0,0.08694076256476081
1.0,0.08694105167248047
1.0,0.0869413407821229
1.0,0.08694162989368813
1.0,0.08694191900717615
1.0,0.08694220812258702
1.0,0.08694249723992072
1.0,0.0869427863591773
1.0,0.08694307548035675
1.0,0.08694336460345911
1.0,0.0869436537284844
1.0,0.08694394285543262
1.0,0.08694423198430382
1.0,0.08694452111509798
1.0,0.08694481024781515
1.0,0.08694509938245534
1.0,0.08694538851901858
1.0,0.08694567765750487
1.0,0.08694596679791423
1.0,0.08694625594024669
1.0,0.08694654508450227
1.0,0.08694683423068097
1.0,0.08694712337878284
1.0,0.08694741252880787
1.0,0.0869477016807561
1.0,0.08694799083462755
1.0,0.08694827999042222
1.0,0.08694856914814014
1.0,0.08694885830778133
1.0,0.08694914746934582
1.0,0.0869494366328336
1.0,0.08694972579824471
1.0,0.08695001496557916
1.0,0.086950304134837
1.0,0.0869505933060182
1.0,0.0869508824791228
1.0,0.08695117165415084
1.0,0.08695146083110232
1.0,0.08695175000997725
1.0,0.08695203919077567
1.0,0.08695232837349758
1.0,0.08695261755814301
1.0,0.08695290674471198
1.0,0.08695319593320451
1.0,0.08695348512362061
1.0,0.08695377431596031
1.0,0.08695406351022363
1.0,0.08695435270641058
1.0,0.08695464190452118
1.0,0.08695493110455545
1.0,0.08695522030651341
1.0,0.08695550951039509
1.0,0.08695579871620049
1.0,0.08695608792392964
1.0,0.08695637713358256
1.0,0.08695666634515926
1.0,0.08695695555865977
1.0,0.08695724477408412
1.0,0.0869575339914323
1.0,0.08695811243190027
1.0,0.08695840165502011
1.0,0.08695869088006386
1.0,0.08695898010703156
1.0,0.08695926933592321
1.0,0.08695984779947848
1.0,0.08696013703414213
1.0,0.08696071550924155
1.0,0.08696100474967737
1.0,0.08696129399203728
1.0,0.0869615832363213
1.0,0.08696187248252946
1.0,0.08696216173066178
1.0,0.08696245098071825
1.0,0.0869630294866038
1.0,0.0869633187424329
1.0,0.08696360800018627
1.0,0.08696389725986389
1.0,0.0869641865214658
1.0,0.08696476505044255
1.0,0.08696505431781744
1.0,0.08696534358711669
1.0,0.0869665006835577
1.0,0.08696678996247904
1.0,0.08696707924332488
1.0,0.08696765781079005
1.0,0.08696794709740942
1.0,0.08696823638595336
1.0,0.08696852567642187
1.0,0.08696881496881496
1.0,0.08696910426313269
1.0,0.08696939355937502
1.0,0.08696968285754203
1.0,0.0869699721576337
1.0,0.08697026145965006
1.0,0.08697055076359113
1.0,0.08697084006945692
1.0,0.08697112937724746
1.0,0.08697141868696277
1.0,0.08697170799860286
1.0,0.08697199731216776
1.0,0.08697228662765749
1.0,0.08697286526441148
1.0,0.0869731545856758
1.0,0.08697344390886501
1.0,0.08697373323397914
1.0,0.0869740225610182
1.0,0.08697431188998224
1.0,0.08697460122087124
1.0,0.08697575856367744
1.0,0.08697604790419161
1.0,0.0869763372466309
1.0,0.08697662659099528
1.0,0.08697691593728481
1.0,0.08697720528549947
1.0,0.08697749463563932
1.0,0.08697807334169458
1.0,0.08697836269761004
1.0,0.08697865205545076
1.0,0.08697894141521674
1.0,0.086979230776908
1.0,0.08697952014052457
1.0,0.08697980950606646
1.0,0.0869800988735337
1.0,0.0869803882429263
1.0,0.08698067761424427
1.0,0.08698096698748765
1.0,0.08698125636265645
1.0,0.08698154573975068
1.0,0.08698183511877038
1.0,0.08698212449971555
1.0,0.08698241388258622
1.0,0.0869827032673824
1.0,0.08698299265410411
1.0,0.0869832820427514
1.0,0.08698357143332423
1.0,0.08698386082582268
1.0,0.08698415022024673
1.0,0.08698443961659641
1.0,0.08698472901487174
1.0,0.08698501841507275
1.0,0.08698530781719943
1.0,0.08698559722125183
1.0,0.08698588662722996
1.0,0.08698617603513382
1.0,0.08698646544496347
1.0,0.08698675485671889
1.0,0.08698704427040012
1.0,0.08698733368600717
1.0,0.08698762310354007
1.0,0.08698791252299881
1.0,0.08698820194438345
1.0,0.08698849136769399
1.0,0.08698878079293043
1.0,0.08698907022009283
1.0,0.08698935964918118
1.0,0.0869896490801955
1.0,0.08698993851313583
1.0,0.08699022794800217
1.0,0.08699051738479455
1.0,0.08699109626415748
1.0,0.08699138570672807
1.0,0.08699167515122477
1.0,0.0869919645976476
1.0,0.08699254349627175
1.0,0.0869928329484731
1.0,0.08699312240260064
1.0,0.08699341185865442
1.0,0.08699428023837331
1.0,0.08699514863542894
1.0,0.08699572757643113
1.0,0.08699601704982182
1.0,0.08699630652513893
1.0,0.08699659600238246
1.0,0.08699775393062141
1.0,0.08699920138426727
1.0,0.08699949088077626
1.0,0.0869997803792119
1.0,0.0870006488860789
1.0,0.08700122790029051
1.0,0.08700151741028644
1.0,0.0870020964360587
1.0,0.08700267546953824
1.0,0.08700354403420908
1.0,0.08700383355961984
1.0,0.08700412308695754
1.0,0.08700441261622219
1.0,0.08700470214741382
1.0,0.08700499168053244
1.0,0.08700528121557809
1.0,0.08700557075255076
1.0,0.08700586029145049
1.0,0.08700614983227731
1.0,0.0870064393750312
1.0,0.0870067289197122
1.0,0.08700701846632035
1.0,0.08700730801485564
1.0,0.08700759756531809
1.0,0.08700788711770774
1.0,0.0870081766720246
1.0,0.08700846622826869
1.0,0.08700875578644002
1.0,0.08700904534653861
1.0,0.08700933490856448
1.0,0.08700962447251767
1.0,0.08700991403839818
1.0,0.08701020360620602
1.0,0.08701049317594124
1.0,0.08701078274760383
1.0,0.08701107232119383
1.0,0.08701136189671124
1.0,0.0870116514741561
1.0,0.0870119410535284
1.0,0.08701223063482819
1.0,0.08701252021805547
1.0,0.08701280980321027
1.0,0.0870130993902926
1.0,0.0870133889793025
1.0,0.08701367857023996
1.0,0.08701396816310501
1.0,0.08701425775789767
1.0,0.08701454735461797
1.0,0.08701483695326592
1.0,0.08701512655384154
1.0,0.08701541615634485
1.0,0.08701570576077587
1.0,0.08701599536713461
1.0,0.0870162849754211
1.0,0.08701657458563536
1.0,0.0870168641977774
1.0,0.08701715381184724
1.0,0.08701744342784491
1.0,0.08701773304577043
1.0,0.0870180226656238
1.0,0.08701831228740506
1.0,0.08701860191111421
1.0,0.0870188915367513
1.0,0.08701918116431631
1.0,0.08701947079380928
1.0,0.08701976042523024
1.0,0.08702005005857918
1.0,0.08702033969385616
1.0,0.08702062933106115
1.0,0.0870209189701942
1.0,0.08702120861125534
1.0,0.08702149825424456
1.0,0.0870217878991619
1.0,0.08702207754600737
1.0,0.08702236719478099
1.0,0.08702265684548277
1.0,0.08702294649811275
1.0,0.08702323615267095
1.0,0.08702352580915736
1.0,0.08702381546757203
1.0,0.08702410512791495
1.0,0.08702439479018617
1.0,0.08702468445438569
1.0,0.08702497412051353
1.0,0.08702526378856972
1.0,0.08702555345855427
1.0,0.0870258431304672
1.0,0.08702613280430853
1.0,0.08702642248007829
1.0,0.08702671215777648
1.0,0.08702700183740314
1.0,0.08702729151895827
1.0,0.08702787088785405
1.0,0.08702816057519473
1.0,0.08702845026446397
1.0,0.0870293193438432
1.0,0.08702989873973915
1.0,0.08703105755467527
1.0,0.08703163697371574
1.0,0.08703192668612915
1.0,0.08703279583494228
1.0,0.08703308555507103
1.0,0.08703337527712865
1.0,0.08703424445487501
1.0,0.08703511364998202
1.0,0.08703540338554237
1.0,0.08703569312303175
1.0,0.08703598286245019
1.0,0.08703656234707431
1.0,0.0870374315884789
1.0,0.08703772133947209
1.0,0.08703917012337624
1.0,0.08704003941687002
1.0,0.08704090872772792
1.0,0.08704119850187265
1.0,0.0870420678358835
1.0,0.08704235761774605
1.0,0.08704380655600168
1.0,0.08704467594211004
1.0,0.08704496574133878
